id_cafes;nombre;pais;variedad;presentacion;notas_sabor;altitud
1278;Joya del Alba 1278;Brasil;Geisha;grano;chocolate|nuez|vainilla;900–1200 msnm
1279;Trueno Tropical 1279;El Salvador;Catuai;grano;caramelo|nuez|chocolate;1000–1400 msnm
1280;Quetzal del Este 1280;México;Mundo Novo;molido;frutal|miel|cítrico;1600–2000 msnm
1281;Cedro del Sol Naciente 1281;Costa Rica;Bourbon;grano;frutal|chocolate|floral;1300–1600 msnm
1282;Cacao del Río Grande 1282;Guatemala;Catuai;molido;frutal|miel|cítrico;1600–2000 msnm
1283;Ceiba del Viento 1283;Honduras;Typica;cápsula;panela|frutal|cacao;1600–2000 msnm
1284;Leyenda del Viento 1284;Costa Rica;Typica;molido;cítrico|floral|miel;900–1200 msnm
1285;Mirador del Sol 1285;El Salvador;Maragogipe;molido;panela|frutal|cacao;1500–1900 msnm
1286;Quetzal Real 1286;Colombia;Catuai;cápsula;terroso|especias|chocolate;1700–2100 msnm
1287;Granito del Horizonte Dorado 1287;Costa Rica;Typica;molido;caramelo|nuez|chocolate;1700–2100 msnm
1288;Rayo del Maíz 1288;México;Castillo;cápsula;panela|frutal|cacao;900–1200 msnm
1289;Reserva del Sol 1289;Ecuador;Villalobos;cápsula;floral|té negro|frutal;1600–2000 msnm
1290;Quetzal del Valle Sagrado 1290;Colombia;Pacamara;cápsula;frutal|chocolate|floral;1600–2000 msnm
1291;Río del Nevado 1291;Brasil;Mundo Novo;molido;cítrico|floral|miel;900–1200 msnm
1292;Sendero del Ande 1292;Costa Rica;Villalobos;molido;caramelo|nuez|chocolate;1000–1400 msnm
1293;Granito del Camino 1293;Honduras;Catuai;molido;frutal|chocolate|floral;1000–1400 msnm
1294;Encanto Andina 1294;Colombia;Bourbon;cápsula;frutal|caramelo|vino tinto;1700–2100 msnm
1295;Esencia del Encanto Andino 1295;Colombia;Mundo Novo;cápsula;frutal|caramelo|vino tinto;1000–1400 msnm
1296;Quetzal Clásica 1296;Colombia;Catuai;grano;panela|frutal|cacao;1600–2000 msnm
1297;Perla del Horizonte 1297;México;Typica;grano;frutal|miel|cítrico;1700–2100 msnm
1298;Granito del Café Especial 1298;Ecuador;Bourbon;cápsula;frutal|miel|cítrico;1600–2000 msnm
1299;Corazón del Mar 1299;México;Bourbon;grano;panela|frutal|cacao;1600–2000 msnm
1300;Mística del Encanto Andino 1300;Honduras;Caturra;molido;caramelo|nuez|chocolate;1600–2000 msnm
1301;Selva del Río 1301;Brasil;Villalobos;cápsula;frutal|caramelo|vino tinto;1200–1500 msnm
1302;Río del Cóndor 1302;México;Caturra;cápsula;caramelo|nuez|chocolate;1200–1500 msnm
1303;Rayo del Horizonte 1303;Costa Rica;Caturra;cápsula;chocolate|nuez|vainilla;1000–1400 msnm
1304;Colibrí del Río Grande 1304;Guatemala;Villalobos;cápsula;floral|jazmín|cítrico;1700–2100 msnm
1305;Trueno del Encanto Andino 1305;Guatemala;Maragogipe;molido;caramelo|nuez|chocolate;900–1200 msnm
1306;Sol del Lago 1306;México;Bourbon;molido;floral|té negro|frutal;1400–1800 msnm
1307;Horizonte del Mar 1307;Colombia;Typica;grano;caramelo|nuez|chocolate;1500–1900 msnm
1308;Travesía del Cóndor 1308;Bolivia;Villalobos;grano;floral|té negro|frutal;1300–1600 msnm
1309;Guacamayo Clásica 1309;El Salvador;Typica;cápsula;frutal|chocolate|floral;1700–2100 msnm
1310;Mirador del Norte 1310;México;Geisha;cápsula;terroso|especias|chocolate;1400–1800 msnm
1311;Esencia del Oro 1311;México;Villalobos;cápsula;caramelo|nuez|chocolate;1000–1400 msnm
1312;Cacao del Mar 1312;Ecuador;Typica;cápsula;frutal|chocolate|floral;1000–1400 msnm
1313;Aroma del Este 1313;Perú;Pacamara;grano;floral|té negro|frutal;900–1200 msnm
1314;Alma del Viento 1314;Nicaragua;Castillo;grano;frutal|caramelo|vino tinto;1400–1800 msnm
1315;Corazón Clásica 1315;México;Mundo Novo;molido;panela|frutal|cacao;1700–2100 msnm
1316;Flor del Valle 1316;Bolivia;Bourbon;cápsula;floral|jazmín|cítrico;1400–1800 msnm
1317;Perla Suprema 1317;Bolivia;Bourbon;molido;terroso|especias|chocolate;900–1200 msnm
1318;Cascada Tropical 1318;Ecuador;Geisha;cápsula;floral|jazmín|cítrico;900–1200 msnm
1319;Encanto del Viento 1319;Ecuador;Catuai;grano;caramelo|nuez|chocolate;900–1200 msnm
1320;Joya del Corazón 1320;Perú;Maragogipe;cápsula;frutal|miel|cítrico;1500–1900 msnm
1321;Colibrí del Sol 1321;El Salvador;Typica;grano;cítrico|floral|miel;1200–1500 msnm
1322;Corazón del Espíritu 1322;México;Bourbon;grano;chocolate|nuez|vainilla;900–1200 msnm
1323;Valle del Horizonte Dorado 1323;Perú;Villalobos;molido;panela|frutal|cacao;900–1200 msnm
1324;Sierra Verde 1324;México;Caturra;grano;frutal|caramelo|vino tinto;1400–1800 msnm
1325;Río Clásica 1325;Honduras;Mundo Novo;molido;terroso|especias|chocolate;900–1200 msnm
1326;Cedro Encantada 1326;México;Maragogipe;grano;frutal|caramelo|vino tinto;1500–1900 msnm
1327;Fuego del Este 1327;Guatemala;Villalobos;molido;caramelo|nuez|chocolate;1400–1800 msnm
1328;Tesoro del Amanecer 1328;Ecuador;Caturra;cápsula;frutal|chocolate|floral;1300–1600 msnm
1329;Quetzal del Ande 1329;Brasil;Catuai;cápsula;chocolate|nuez|vainilla;1200–1500 msnm
1330;Corazón del Valle Sagrado 1330;Bolivia;Caturra;molido;panela|frutal|cacao;1200–1500 msnm
1331;Montaña del Paraíso 1331;Brasil;Pacamara;molido;frutal|caramelo|vino tinto;1500–1900 msnm
1332;Fuente del Oro 1332;Honduras;Castillo;cápsula;terroso|especias|chocolate;900–1200 msnm
1333;Camino Suprema 1333;Ecuador;Pacamara;molido;chocolate|nuez|vainilla;900–1200 msnm
1334;Encanto Nevada 1334;Nicaragua;Pacamara;cápsula;frutal|miel|cítrico;1400–1800 msnm
1335;Leyenda Verde 1335;Ecuador;Typica;molido;cítrico|floral|miel;1700–2100 msnm
1336;Colibrí Dorada 1336;Honduras;Castillo;grano;frutal|caramelo|vino tinto;1300–1600 msnm
1337;Horizonte del Tesoro 1337;Colombia;Typica;grano;cítrico|floral|miel;1000–1400 msnm
1338;Rincón Verde 1338;Ecuador;Mundo Novo;grano;terroso|especias|chocolate;1700–2100 msnm
1339;Río del Sol 1339;Costa Rica;Villalobos;grano;frutal|caramelo|vino tinto;1500–1900 msnm
1340;Cedro Dorada 1340;Brasil;Pacamara;cápsula;caramelo|nuez|chocolate;900–1200 msnm
1341;Nube del Horizonte 1341;El Salvador;Villalobos;grano;frutal|chocolate|floral;1600–2000 msnm
1342;Maíz del Lago 1342;Perú;Bourbon;molido;floral|jazmín|cítrico;1700–2100 msnm
1343;Cedro del Amanecer 1343;Colombia;Caturra;grano;floral|té negro|frutal;1000–1400 msnm
1344;Sendero del Nevado 1344;Costa Rica;Typica;cápsula;panela|frutal|cacao;900–1200 msnm
1345;Montaña Clásica 1345;Bolivia;Typica;molido;caramelo|nuez|chocolate;1200–1500 msnm
1346;Esencia del Sol Naciente 1346;Honduras;Bourbon;grano;frutal|miel|cítrico;1200–1500 msnm
1347;Aroma Suprema 1347;Ecuador;Bourbon;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
1348;Cumbre del Este 1348;Nicaragua;Mundo Novo;cápsula;floral|té negro|frutal;1200–1500 msnm
1349;Flor del Trópico 1349;Bolivia;Maragogipe;cápsula;frutal|caramelo|vino tinto;1000–1400 msnm
1350;Quetzal del Tesoro 1350;Brasil;Bourbon;grano;frutal|caramelo|vino tinto;1700–2100 msnm
1351;Alma del Tesoro 1351;México;Mundo Novo;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
1352;Montaña Mística 1352;Colombia;Geisha;molido;cítrico|floral|miel;900–1200 msnm
1353;Nube del Horizonte Dorado 1353;México;Catuai;molido;floral|té negro|frutal;1200–1500 msnm
1354;Sierra Suprema 1354;Nicaragua;Pacamara;cápsula;frutal|miel|cítrico;1700–2100 msnm
1355;Travesía Nevada 1355;Nicaragua;Mundo Novo;cápsula;frutal|chocolate|floral;1400–1800 msnm
1356;Selva del Nevado 1356;El Salvador;Villalobos;molido;frutal|chocolate|floral;1600–2000 msnm
1357;Luz del Horizonte 1357;Perú;Catuai;molido;floral|té negro|frutal;1400–1800 msnm
1358;Reserva del Corazón 1358;Perú;Geisha;grano;frutal|caramelo|vino tinto;1000–1400 msnm
1359;Camino del Maíz 1359;Perú;Pacamara;grano;frutal|miel|cítrico;1200–1500 msnm
1360;Trueno Nevada 1360;Colombia;Geisha;cápsula;floral|té negro|frutal;1200–1500 msnm
1361;Cedro del Paraíso 1361;Ecuador;Catuai;cápsula;panela|frutal|cacao;1400–1800 msnm
1362;Trueno del Mundo 1362;El Salvador;Castillo;molido;terroso|especias|chocolate;1400–1800 msnm
1363;Aurora del Nevado 1363;Ecuador;Catuai;grano;cítrico|floral|miel;900–1200 msnm
1364;Corazón del Cóndor 1364;Brasil;Castillo;grano;terroso|especias|chocolate;1200–1500 msnm
1365;Rayo del Mundo 1365;Costa Rica;Castillo;grano;terroso|especias|chocolate;1000–1400 msnm
1366;Fuego del Río 1366;Costa Rica;Typica;molido;floral|jazmín|cítrico;1500–1900 msnm
1367;Sol del Norte 1367;Costa Rica;Mundo Novo;cápsula;frutal|miel|cítrico;1700–2100 msnm
1368;Guacamayo Suprema 1368;El Salvador;Catuai;grano;caramelo|nuez|chocolate;1500–1900 msnm
1369;Corazón del Amanecer 1369;Honduras;Villalobos;cápsula;panela|frutal|cacao;1400–1800 msnm
1370;Tesoro del Valle 1370;Brasil;Pacamara;cápsula;frutal|miel|cítrico;1600–2000 msnm
1371;Sierra del Sur 1371;Nicaragua;Mundo Novo;grano;terroso|especias|chocolate;1300–1600 msnm
1372;Aurora del Bosque 1372;Ecuador;Geisha;molido;caramelo|nuez|chocolate;1500–1900 msnm
1373;Flor del Trueno 1373;El Salvador;Bourbon;grano;terroso|especias|chocolate;1200–1500 msnm
1374;Cascada Nevada 1374;Guatemala;Pacamara;molido;frutal|miel|cítrico;1500–1900 msnm
1375;Brisa del Bosque 1375;Nicaragua;Villalobos;cápsula;frutal|caramelo|vino tinto;1000–1400 msnm
1376;Perla del Río Grande 1376;Nicaragua;Mundo Novo;grano;floral|té negro|frutal;1400–1800 msnm
1377;Aroma del Valle 1377;El Salvador;Mundo Novo;cápsula;terroso|especias|chocolate;1700–2100 msnm
1378;Flor del Río Grande 1378;Ecuador;Geisha;grano;floral|té negro|frutal;1500–1900 msnm
1379;Joya del Mundo 1379;Honduras;Catuai;grano;floral|jazmín|cítrico;1700–2100 msnm
1380;Alma del Alba 1380;Guatemala;Bourbon;grano;cítrico|floral|miel;900–1200 msnm
1381;Sierra del Ande 1381;Honduras;Geisha;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
1382;Encanto del Sol 1382;Colombia;Caturra;molido;frutal|miel|cítrico;1000–1400 msnm
1383;Maíz del Horizonte 1383;Guatemala;Castillo;cápsula;panela|frutal|cacao;1600–2000 msnm
1384;Aurora del Oeste 1384;Honduras;Maragogipe;grano;frutal|chocolate|floral;1600–2000 msnm
1385;Sierra del Paraíso 1385;Costa Rica;Geisha;grano;floral|té negro|frutal;1500–1900 msnm
1386;Brisa del Horizonte 1386;Nicaragua;Villalobos;cápsula;floral|té negro|frutal;1000–1400 msnm
1387;Encanto Dorada 1387;Nicaragua;Catuai;cápsula;caramelo|nuez|chocolate;1200–1500 msnm
1388;Fuente del Sur 1388;Bolivia;Castillo;grano;floral|jazmín|cítrico;900–1200 msnm
1389;Sendero del Bosque Alto 1389;México;Typica;grano;floral|jazmín|cítrico;1300–1600 msnm
1390;Selva del Sol 1390;Brasil;Catuai;cápsula;floral|jazmín|cítrico;1200–1500 msnm
1391;Travesía Tropical 1391;Perú;Bourbon;cápsula;terroso|especias|chocolate;1500–1900 msnm
1392;Sendero del Corazón 1392;México;Catuai;cápsula;frutal|chocolate|floral;1300–1600 msnm
1393;Aroma del Mundo 1393;Brasil;Pacamara;grano;cítrico|floral|miel;900–1200 msnm
1394;Encanto del Trueno 1394;Bolivia;Catuai;grano;cítrico|floral|miel;1400–1800 msnm
1395;Trueno del Bosque 1395;Bolivia;Villalobos;grano;panela|frutal|cacao;1400–1800 msnm
1396;Cascada del Paraíso 1396;Bolivia;Caturra;cápsula;floral|té negro|frutal;1200–1500 msnm
1397;Aurora del Viento 1397;Brasil;Geisha;molido;terroso|especias|chocolate;1000–1400 msnm
1398;Horizonte del Encanto Andino 1398;México;Villalobos;cápsula;floral|té negro|frutal;1500–1900 msnm
1399;Selva del Valle 1399;Nicaragua;Geisha;molido;caramelo|nuez|chocolate;1600–2000 msnm
1400;Sierra del Jaguar 1400;Costa Rica;Castillo;cápsula;chocolate|nuez|vainilla;1500–1900 msnm
1401;Alma del Trópico 1401;México;Geisha;molido;panela|frutal|cacao;900–1200 msnm
1402;Flor del Este 1402;Honduras;Maragogipe;grano;terroso|especias|chocolate;1500–1900 msnm
1403;Cóndor del Amanecer 1403;Guatemala;Bourbon;molido;frutal|caramelo|vino tinto;1700–2100 msnm
1404;Leyenda Tropical 1404;Perú;Castillo;molido;frutal|chocolate|floral;1700–2100 msnm
1405;Cóndor del Corazón 1405;Perú;Geisha;cápsula;chocolate|nuez|vainilla;1500–1900 msnm
1406;Camino Dorada 1406;Honduras;Villalobos;grano;panela|frutal|cacao;1500–1900 msnm
1407;Perla del Oro 1407;Costa Rica;Geisha;cápsula;frutal|miel|cítrico;1700–2100 msnm
1408;Cumbre Mística 1408;Nicaragua;Catuai;grano;chocolate|nuez|vainilla;1000–1400 msnm
1409;Camino del Valle Sagrado 1409;México;Pacamara;molido;frutal|caramelo|vino tinto;1400–1800 msnm
1410;Jaguar del Amanecer 1410;El Salvador;Caturra;molido;frutal|caramelo|vino tinto;1500–1900 msnm
1411;Mirador del Camino 1411;Costa Rica;Typica;grano;terroso|especias|chocolate;1600–2000 msnm
1412;Aurora Clásica 1412;El Salvador;Geisha;molido;floral|jazmín|cítrico;900–1200 msnm
1413;Luz del Volcán 1413;Colombia;Mundo Novo;cápsula;frutal|caramelo|vino tinto;1300–1600 msnm
1414;Cóndor del Sol Naciente 1414;El Salvador;Mundo Novo;grano;cítrico|floral|miel;1200–1500 msnm
1415;Rincón del Horizonte Dorado 1415;Nicaragua;Villalobos;grano;frutal|caramelo|vino tinto;900–1200 msnm
1416;Granito del Sol 1416;Bolivia;Caturra;molido;panela|frutal|cacao;900–1200 msnm
1417;Flor del Sol 1417;Nicaragua;Geisha;molido;frutal|miel|cítrico;1700–2100 msnm
1418;Valle del Río 1418;Guatemala;Typica;grano;floral|té negro|frutal;900–1200 msnm
1419;Leyenda del Horizonte Azul 1419;Nicaragua;Maragogipe;molido;frutal|caramelo|vino tinto;1700–2100 msnm
1420;Luz Mística 1420;Brasil;Villalobos;cápsula;cítrico|floral|miel;1500–1900 msnm
1421;Mirador Mística 1421;El Salvador;Catuai;grano;frutal|caramelo|vino tinto;900–1200 msnm
1422;Esencia Clásica 1422;Colombia;Geisha;molido;panela|frutal|cacao;1700–2100 msnm
1423;Horizonte del Nevado 1423;El Salvador;Villalobos;cápsula;terroso|especias|chocolate;900–1200 msnm
1424;Fuente del Café Especial 1424;Brasil;Geisha;cápsula;chocolate|nuez|vainilla;1600–2000 msnm
1425;Camino del Viento 1425;Brasil;Pacamara;cápsula;cítrico|floral|miel;1700–2100 msnm
1426;Aroma Tropical 1426;Honduras;Geisha;molido;floral|jazmín|cítrico;1000–1400 msnm
1427;Jaguar del Horizonte Azul 1427;Guatemala;Mundo Novo;cápsula;floral|té negro|frutal;1500–1900 msnm
1428;Nube Andina 1428;Colombia;Mundo Novo;cápsula;floral|té negro|frutal;1200–1500 msnm
1429;Horizonte Andina 1429;Honduras;Maragogipe;molido;chocolate|nuez|vainilla;1300–1600 msnm
1430;Río Real 1430;Bolivia;Mundo Novo;molido;caramelo|nuez|chocolate;1000–1400 msnm
1431;Altura del Café Especial 1431;Costa Rica;Pacamara;molido;chocolate|nuez|vainilla;900–1200 msnm
1432;Sol del Tesoro 1432;Nicaragua;Bourbon;molido;terroso|especias|chocolate;1200–1500 msnm
1433;Mirador del Bosque Alto 1433;Guatemala;Castillo;cápsula;terroso|especias|chocolate;1500–1900 msnm
1434;Joya del Bosque Alto 1434;Bolivia;Pacamara;cápsula;floral|jazmín|cítrico;1600–2000 msnm
1435;Mirador del Mundo 1435;Nicaragua;Typica;grano;frutal|miel|cítrico;1300–1600 msnm
1436;Altura del Horizonte 1436;Costa Rica;Typica;grano;chocolate|nuez|vainilla;1000–1400 msnm
1437;Cacao Verde 1437;Ecuador;Geisha;cápsula;floral|té negro|frutal;1000–1400 msnm
1438;Camino Real 1438;Brasil;Pacamara;molido;cítrico|floral|miel;1700–2100 msnm
1439;Joya del Lago 1439;Ecuador;Villalobos;cápsula;caramelo|nuez|chocolate;1500–1900 msnm
1440;Sierra del Mundo 1440;Guatemala;Typica;molido;chocolate|nuez|vainilla;1500–1900 msnm
1441;Granito del Encanto Andino 1441;Perú;Bourbon;molido;cítrico|floral|miel;1500–1900 msnm
1442;Tesoro del Horizonte Azul 1442;Colombia;Pacamara;cápsula;panela|frutal|cacao;1500–1900 msnm
1443;Travesía del Ande 1443;Ecuador;Caturra;cápsula;terroso|especias|chocolate;1400–1800 msnm
1444;Maíz del Sol 1444;Ecuador;Maragogipe;cápsula;cítrico|floral|miel;1200–1500 msnm
1445;Fuego del Cóndor 1445;México;Castillo;cápsula;caramelo|nuez|chocolate;1500–1900 msnm
1446;Mística del Encanto 1446;El Salvador;Bourbon;grano;floral|té negro|frutal;1000–1400 msnm
1447;Maíz del Este 1447;Guatemala;Catuai;molido;panela|frutal|cacao;1700–2100 msnm
1448;Joya Mística 1448;Honduras;Geisha;grano;frutal|caramelo|vino tinto;1600–2000 msnm
1449;Río del Sol Naciente 1449;Guatemala;Catuai;grano;cítrico|floral|miel;1700–2100 msnm
1450;Tesoro Suprema 1450;Perú;Caturra;cápsula;floral|té negro|frutal;900–1200 msnm
1451;Maíz del Trueno 1451;Nicaragua;Villalobos;molido;frutal|chocolate|floral;1200–1500 msnm
1452;Rincón del Bosque 1452;Perú;Catuai;cápsula;floral|jazmín|cítrico;1400–1800 msnm
1453;Selva Real 1453;Guatemala;Catuai;grano;panela|frutal|cacao;1600–2000 msnm
1454;Colibrí del Encanto 1454;Bolivia;Villalobos;grano;panela|frutal|cacao;1000–1400 msnm
1455;Estrella del Volcán 1455;Guatemala;Geisha;grano;frutal|caramelo|vino tinto;1300–1600 msnm
1456;Joya del Cóndor 1456;México;Typica;grano;cítrico|floral|miel;1200–1500 msnm
1457;Joya del Camino 1457;Bolivia;Maragogipe;cápsula;chocolate|nuez|vainilla;900–1200 msnm
1458;Río del Oro 1458;Perú;Caturra;grano;floral|té negro|frutal;1700–2100 msnm
1459;Aurora del Jaguar 1459;Guatemala;Maragogipe;molido;frutal|caramelo|vino tinto;1300–1600 msnm
1460;Río del Norte 1460;El Salvador;Caturra;grano;frutal|miel|cítrico;900–1200 msnm
1461;Vereda del Trópico 1461;Colombia;Maragogipe;molido;terroso|especias|chocolate;1400–1800 msnm
1462;Reserva del Valle 1462;Honduras;Catuai;cápsula;floral|té negro|frutal;1400–1800 msnm
1463;Cumbre Dorada 1463;México;Pacamara;cápsula;frutal|miel|cítrico;1000–1400 msnm
1464;Aurora del Mar 1464;Brasil;Catuai;cápsula;panela|frutal|cacao;1600–2000 msnm
1465;Alma Suprema 1465;Bolivia;Caturra;molido;chocolate|nuez|vainilla;1300–1600 msnm
1466;Sol del Jaguar 1466;Brasil;Maragogipe;cápsula;chocolate|nuez|vainilla;900–1200 msnm
1467;Estrella del Mundo 1467;Nicaragua;Catuai;cápsula;caramelo|nuez|chocolate;1500–1900 msnm
1468;Luz del Este 1468;Nicaragua;Villalobos;molido;caramelo|nuez|chocolate;1000–1400 msnm
1469;Travesía del Maíz 1469;Bolivia;Maragogipe;cápsula;terroso|especias|chocolate;1400–1800 msnm
1470;Montaña del Trópico 1470;Guatemala;Villalobos;molido;cítrico|floral|miel;1200–1500 msnm
1471;Granito del Tesoro 1471;Bolivia;Catuai;cápsula;chocolate|nuez|vainilla;1000–1400 msnm
1472;Raíces del Valle Sagrado 1472;México;Geisha;cápsula;floral|jazmín|cítrico;1600–2000 msnm
1473;Jaguar del Cacao 1473;Colombia;Caturra;cápsula;frutal|chocolate|floral;1600–2000 msnm
1474;Esencia del Trueno 1474;Costa Rica;Maragogipe;grano;frutal|chocolate|floral;1000–1400 msnm
1475;Alma del Lago 1475;Ecuador;Typica;cápsula;frutal|miel|cítrico;1700–2100 msnm
1476;Tesoro del Este 1476;Brasil;Pacamara;grano;cítrico|floral|miel;1700–2100 msnm
1477;Rincón Clásica 1477;Guatemala;Geisha;molido;frutal|caramelo|vino tinto;1400–1800 msnm
1478;Rayo Suprema 1478;Colombia;Geisha;cápsula;frutal|caramelo|vino tinto;1300–1600 msnm
1479;Raíces del Río Grande 1479;Honduras;Mundo Novo;grano;frutal|chocolate|floral;1000–1400 msnm
1480;Quetzal del Cacao 1480;Bolivia;Geisha;cápsula;frutal|miel|cítrico;1700–2100 msnm
1481;Brisa del Paraíso 1481;Ecuador;Caturra;molido;frutal|chocolate|floral;1400–1800 msnm
1482;Alma del Cacao 1482;Brasil;Typica;molido;floral|té negro|frutal;1400–1800 msnm
1483;Tesoro del Oro 1483;Bolivia;Pacamara;cápsula;frutal|chocolate|floral;1300–1600 msnm
1484;Rincón del Bosque Alto 1484;Guatemala;Castillo;cápsula;caramelo|nuez|chocolate;1400–1800 msnm
1485;Colibrí del Jaguar 1485;Ecuador;Catuai;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
1486;Jaguar del Oro 1486;Ecuador;Castillo;grano;floral|jazmín|cítrico;1600–2000 msnm
1487;Aurora Tropical 1487;El Salvador;Bourbon;molido;caramelo|nuez|chocolate;900–1200 msnm
1488;Fuego del Sol 1488;Bolivia;Villalobos;grano;frutal|chocolate|floral;1500–1900 msnm
1489;Sierra del Río 1489;Honduras;Catuai;cápsula;cítrico|floral|miel;1300–1600 msnm
1490;Corazón del Sur 1490;Colombia;Geisha;molido;frutal|miel|cítrico;1600–2000 msnm
1491;Travesía del Jaguar 1491;Costa Rica;Maragogipe;grano;frutal|miel|cítrico;1000–1400 msnm
1492;Sol del Sol 1492;Ecuador;Villalobos;molido;frutal|caramelo|vino tinto;1400–1800 msnm
1493;Cedro del Este 1493;Nicaragua;Mundo Novo;molido;frutal|chocolate|floral;1700–2100 msnm
1494;Altura Dorada 1494;Ecuador;Mundo Novo;cápsula;panela|frutal|cacao;1400–1800 msnm
